reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
GSE237718 1180335	GSE237718	female	late adult	None	subclass	1.0	0.994927536231884	0.9837058823529412	1.0	1.0	1.0	0.9705445744251712	0.9802614379084968	1.0	1.0	0.9541503267973857
GSE237718 1180336	GSE237718	female	late adult	None	class	0.9849315068493152	0.9849315068493152	0.9593165335872832	0.9849315068493152	0.9849315068493152	0.99	0.9849315068493152	0.9849315068493152	0.9849315068493152	0.9849315068493152	0.9849315068493152
GSE237718 1180336	GSE237718	female	late adult	None	family	0.9899765518943602	0.9899765518943602	0.9532305722698756	0.9899765518943602	0.9899765518943602	1.0	0.9899765518943602	0.9899765518943602	0.9899765518943602	0.9899765518943602	0.9899765518943602
GSE237718 1180336	GSE237718	female	late adult	None	subclass	0.9849315068493152	0.9849315068493152	0.940225624496374	0.9849315068493152	0.9849315068493152	0.99	0.9849315068493152	0.9795981735159818	0.9849315068493152	0.9849315068493152	0.9795981735159818
GSE237718 1180337	GSE237718	female	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180337	GSE237718	female	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180337	GSE237718	female	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180338	GSE237718	female	late adult	None	class	1.0	0.9897674418604652	0.97008876610584	0.9897674418604652	1.0	1.0	0.9849367088607596	0.9849425287356324	0.9847041507212246	0.98008876610584	0.9897674418604652
GSE237718 1180338	GSE237718	female	late adult	None	family	1.0	0.9799757751937984	0.970188494492044	0.9799757751937984	1.0	1.0	0.9900024163344208	0.9899951603145796	0.9699854809437386	0.9799757751937984	0.9799757751937984
GSE237718 1180338	GSE237718	female	late adult	None	subclass	1.0	0.9897674418604652	0.9691520572450804	0.9897674418604652	1.0	1.0	0.984920634920635	0.9420853858784892	0.9846880767811002	0.9800726921657156	0.9597674418604653
GSE237718 1180339	GSE237718	male	late adult	None	class	0.9949230769230768	0.9949230769230768	0.9949230769230768	0.9949230769230768	0.9949230769230768	1.0	0.9949230769230768	0.9949230769230768	1.0	0.9949230769230768	0.9949230769230768
GSE237718 1180339	GSE237718	male	late adult	None	family	0.98996894848271	0.98996894848271	0.98996894848271	0.98996894848271	0.98996894848271	1.0	0.98996894848271	0.98996894848271	1.0	0.98996894848271	0.98996894848271
GSE237718 1180339	GSE237718	male	late adult	None	subclass	0.9949230769230768	0.9949230769230768	0.9734230769230768	0.9949230769230768	0.9949230769230768	1.0	0.9949230769230768	0.988923076923077	1.0	0.9949230769230768	0.9799230769230768
GSE237718 1180340	GSE237718	female	late adult	None	class	0.9526847896440128	0.957812994772218	0.9701142857142856	0.99	0.9849514563106796	0.9849514563106796	0.9640621910292296	0.9688444444444444	0.964995309128436	0.964806001765225	0.9688444444444444
GSE237718 1180340	GSE237718	female	late adult	None	family	0.9551692307692308	0.9650692406692406	0.969791304347826	1.0	0.9904095004095004	0.9904095004095004	0.9600072101638448	0.9595340996168582	0.9630632454316664	0.9611994100294984	0.9595340996168582
GSE237718 1180340	GSE237718	female	late adult	None	subclass	0.9422582202111612	0.9473864253393666	0.9602232181761592	0.9696068540909428	0.974524886877828	0.974524886877828	0.963977722812293	0.928953376906318	0.964422156790578	0.9543794323323734	0.9484512985353872
GSE237718 1180341	GSE237718	female	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180341	GSE237718	female	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180341	GSE237718	female	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180342	GSE237718	female	late adult	None	class	0.985	0.9747560975609756	0.9507560975609756	0.985	0.964104991394148	0.9752029169308812	0.9597560975609756	0.949104991394148	0.9747560975609756	0.9747560975609756	0.9597560975609756
GSE237718 1180342	GSE237718	female	late adult	None	family	1.0	0.979937915742794	0.979937915742794	1.0	0.969286809575966	1.0	0.9800438788942516	0.969286809575966	0.979937915742794	0.979937915742794	0.979937915742794
GSE237718 1180342	GSE237718	female	late adult	None	subclass	0.985	0.9747560975609756	0.9507560975609756	0.985	0.964104991394148	0.9751412066752246	0.9595	0.8591049913941481	0.9747560975609756	0.9747560975609756	0.93404181184669
GSE237718 1180343	GSE237718	female	late adult	None	class	0.99	0.99	0.9853333333333332	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99
GSE237718 1180343	GSE237718	female	late adult	None	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180343	GSE237718	female	late adult	None	subclass	0.99	0.99	0.9753846153846152	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.9846153846153846
GSE237718 1180344	GSE237718	female	late adult	None	class	1.0	1.0	0.9731884057971016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9897222222222224
GSE237718 1180344	GSE237718	female	late adult	None	family	1.0	1.0	0.9494770655909158	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979934988179669
GSE237718 1180344	GSE237718	female	late adult	None	subclass	1.0	1.0	0.9731884057971016	1.0	1.0	1.0	1.0	0.9946153846153848	1.0	1.0	0.9706313131313132
GSE237718 1180345	GSE237718	male	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180345	GSE237718	male	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180345	GSE237718	male	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180346	GSE237718	male	late adult	None	class	0.994957264957265	1.0	0.984608695652174	1.0	1.0	1.0	1.0	1.0	0.994957264957265	0.994957264957265	1.0
GSE237718 1180346	GSE237718	male	late adult	None	family	0.9900650037792894	1.0	0.97203007518797	1.0	1.0	1.0	1.0	1.0	0.9900650037792894	0.9900650037792894	1.0
GSE237718 1180346	GSE237718	male	late adult	None	subclass	0.9947619047619048	1.0	0.9755555555555556	1.0	1.0	1.0	1.0	0.98875	0.9947619047619048	0.9947619047619048	0.9947058823529412
GSE237718 1180347	GSE237718	male	late adult	None	class	1.0	1.0	0.9899254658385092	1.0	1.0	0.9899254658385092	0.99496	1.0	0.9899254658385092	0.9899254658385092	1.0
GSE237718 1180347	GSE237718	male	late adult	None	family	1.0	1.0	0.9899254658385092	1.0	1.0	0.9899254658385092	0.9901073961499492	1.0	0.9899254658385092	0.9899254658385092	1.0
GSE237718 1180347	GSE237718	male	late adult	None	subclass	1.0	1.0	0.9611754658385092	1.0	1.0	0.9899254658385092	0.9949532710280374	0.9377777777777776	0.9899254658385092	0.9899254658385092	0.9885714285714288
GSE237718 1180348	GSE237718	female	late adult	None	class	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180348	GSE237718	female	late adult	None	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180348	GSE237718	female	late adult	None	subclass	1.0	1.0	0.97125	1.0	1.0	1.0	1.0	0.9830434782608696	1.0	1.0	0.9763636363636364
GSE237718 1180349	GSE237718	male	late adult	None	class	0.9846810966810966	1.0	0.9688461466778492	0.9897316017316018	0.9846810966810966	0.9897316017316018	0.9846810966810966	0.9843835616438354	0.9795275200989486	0.9795275200989486	0.9845494949494948
GSE237718 1180349	GSE237718	male	late adult	None	family	0.9798763479511144	1.0	0.940004914004914	0.9897316017316018	0.9798763479511144	0.9897316017316018	0.9798763479511144	0.969788967049241	0.9700476076745482	0.9700476076745482	0.9698042813455656
GSE237718 1180349	GSE237718	male	late adult	None	subclass	0.9846569748659302	1.0	0.9682613157305447	0.9897316017316018	0.9846569748659302	0.9897316017316018	0.984514210427254	0.9843835616438354	0.9794395835615822	0.9794395835615822	0.9845253731343284
GSE237718 1180350	GSE237718	male	late adult	None	class	1.0	1.0	0.9949723756906076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180350	GSE237718	male	late adult	None	family	1.0	1.0	0.9949726775956284	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180350	GSE237718	male	late adult	None	subclass	1.0	1.0	0.9842857142857144	1.0	1.0	1.0	1.0	0.99	1.0	1.0	0.99
GSE237718 1180351	GSE237718	female	late adult	None	class	1.0	1.0	0.9949557522123894	0.9947826086956522	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180351	GSE237718	female	late adult	None	family	1.0	1.0	0.99009170877784	0.9898185799186738	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180351	GSE237718	female	late adult	None	subclass	1.0	1.0	0.9944444444444444	0.9947826086956522	1.0	1.0	1.0	0.9684210526315788	1.0	1.0	0.928
GSE237718 1180352	GSE237718	female	late adult	None	class	0.989856179775281	0.989856179775281	0.963854355919583	0.989856179775281	0.989856179775281	0.989856179775281	0.948447121820616	0.9743348837209302	0.989856179775281	0.989856179775281	0.9847928886360404
GSE237718 1180352	GSE237718	female	late adult	None	family	0.989856179775281	0.989856179775281	0.939960343688037	0.989856179775281	0.989856179775281	0.989856179775281	0.9293360107095046	0.9598405016984582	0.989856179775281	0.989856179775281	0.9799973562458691
GSE237718 1180352	GSE237718	female	late adult	None	subclass	0.989856179775281	0.989856179775281	0.9589176470588237	0.989856179775281	0.989856179775281	0.989856179775281	0.948447121820616	0.9683348837209302	0.989856179775281	0.989856179775281	0.9498561797752808
GSE237718 1180353	GSE237718	female	late adult	None	class	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9895833333333336
GSE237718 1180353	GSE237718	female	late adult	None	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9797325870646768
GSE237718 1180353	GSE237718	female	late adult	None	subclass	1.0	1.0	0.9590909090909092	1.0	1.0	1.0	1.0	0.9945454545454544	1.0	1.0	0.9467261904761906
GSE237718 1180354	GSE237718	male	late adult	None	class	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180354	GSE237718	male	late adult	None	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180354	GSE237718	male	late adult	None	subclass	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9785714285714286
GSE237718 1180355	GSE237718	female	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180355	GSE237718	female	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180355	GSE237718	female	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180356	GSE237718	female	late adult	None	class	1.0	1.0	1.0	1.0	1.0	1.0	0.9900399840063976	1.0	1.0	1.0	1.0
GSE237718 1180356	GSE237718	female	late adult	None	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9900399840063976	1.0	1.0	1.0	1.0
GSE237718 1180356	GSE237718	female	late adult	None	subclass	1.0	1.0	1.0	1.0	1.0	1.0	0.9900399840063976	0.9333333333333332	1.0	1.0	0.9
GSE237718 1180357	GSE237718	female	late adult	None	class	0.990205686630369	0.990205686630369	0.9693784258421584	0.9949425287356324	0.9949425287356324	0.990205686630369	0.9897674418604652	0.9745535127173256	0.990205686630369	0.9851352640951576	0.9792903548225887
GSE237718 1180357	GSE237718	female	late adult	None	family	1.0	1.0	0.9599355877616748	0.9900208741030658	0.9900208741030658	1.0	0.9800779625779624	0.9697606701236536	1.0	0.9899763064367514	0.9697606701236536
GSE237718 1180357	GSE237718	female	late adult	None	subclass	0.9901688182720954	0.9901688182720954	0.9691320289744364	0.9949056603773584	0.9949056603773584	0.9901688182720954	0.9896153846153848	0.9633711335231384	0.9901688182720954	0.985098395736884	0.9535392007500292
GSE237718 1180358	GSE237718	female	late adult	None	class	1.0	0.9904646464646464	0.979112183706304	1.0	1.0	0.9949612403100776	0.98984375	0.994909090909091	1.0	0.9949612403100776	1.0
GSE237718 1180358	GSE237718	female	late adult	None	family	1.0	0.9904646464646464	0.9599963540242458	1.0	1.0	0.9900506822612084	0.9801955738548636	0.9899455872594558	1.0	0.9900506822612084	1.0
GSE237718 1180358	GSE237718	female	late adult	None	subclass	1.0	0.9904646464646464	0.959605488850772	1.0	0.990411067193676	0.9944444444444444	0.9894009661835748	0.979909090909091	1.0	0.9949565217391304	0.97
GSE237718 1180359	GSE237718	female	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180359	GSE237718	female	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180359	GSE237718	female	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSE237718 1180360	GSE237718	male	late adult	None	class	0.9847754528576448	1.0	0.9898746324098436	0.9949450549450548	0.9949450549450548	0.9949450549450548	0.9949450549450548	0.9897142857142855	0.9949450549450548	0.9949450549450548	0.9898303979125896
GSE237718 1180360	GSE237718	male	late adult	None	family	0.9800208741030658	1.0	0.9801469687691368	0.9901697722567288	0.9901697722567288	0.9901697722567288	0.9900208741030658	0.9798994708994708	0.9900208741030658	0.9900208741030658	0.9898303979125896
GSE237718 1180360	GSE237718	male	late adult	None	subclass	0.9798303979125896	1.0	0.9849295774647888	0.99	0.99	0.99	0.9949382716049382	0.9897142857142855	0.9949382716049382	0.9949382716049382	0.9898303979125896
GSE237718 1180361	GSE237718	male	late adult	None	class	1.0	1.0	0.9898305084745764	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180361	GSE237718	male	late adult	None	family	1.0	1.0	0.980968253968254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GSE237718 1180361	GSE237718	male	late adult	None	subclass	1.0	1.0	0.985	1.0	1.0	1.0	1.0	0.923846153846154	1.0	1.0	0.9826315789473684
MultiomeBrain 1203374	MultiomeBrain	None	late adult	Schizophrenia	class	0.9061363636363636	0.8968675889328063	0.8496087967266314	0.8973034398034397	0.8968675889328063	0.9050974025974026	0.8386373185637892	0.908024154589372	0.8968675889328063	0.8968675889328063	0.8934787000439175
MultiomeBrain 1203374	MultiomeBrain	None	late adult	Schizophrenia	family	0.9901263252876156	0.9901263252876156	0.961141585889083	0.9901263252876156	0.9901263252876156	0.9901263252876156	1.0	0.9901263252876156	0.9901263252876156	0.9901263252876156	0.9901263252876156
MultiomeBrain 1203374	MultiomeBrain	None	late adult	Schizophrenia	subclass	0.8950151515151515	0.9064130434782608	0.8431554677206851	0.897077540106952	0.9064130434782608	0.9125	0.8345994397759103	0.912167011732229	0.9064130434782608	0.9064130434782608	0.903024154589372
MultiomeBrain 1203375	MultiomeBrain	None	adult	control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203375	MultiomeBrain	None	adult	control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203375	MultiomeBrain	None	adult	control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203376	MultiomeBrain	None	adult	Bipolar Disorder	class	0.9891111111111112	0.9891111111111112	0.9242109941998968	0.9891111111111112	0.9891111111111112	1.0	0.8524675324675325	0.9824444444444445	0.9891111111111112	0.9891111111111112	0.9824444444444445
MultiomeBrain 1203376	MultiomeBrain	None	adult	Bipolar Disorder	family	1.0	1.0	0.9507368856633562	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MultiomeBrain 1203376	MultiomeBrain	None	adult	Bipolar Disorder	subclass	0.9884444444444443	0.9884444444444443	0.9126511627906976	0.9884444444444443	0.9884444444444443	1.0	0.8642857142857143	0.9817777777777776	0.9884444444444443	0.9884444444444443	0.9817777777777776
MultiomeBrain 1203377	MultiomeBrain	None	late adult	Bipolar Disorder	class	0.9715555555555556	0.9715555555555556	0.9199979385693672	0.9715555555555556	0.9715555555555556	0.9715555555555556	0.7774102564102564	1.0	0.9715555555555556	0.9715555555555556	0.9715555555555556
MultiomeBrain 1203377	MultiomeBrain	None	late adult	Bipolar Disorder	family	1.0	1.0	0.9807366771159874	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MultiomeBrain 1203377	MultiomeBrain	None	late adult	Bipolar Disorder	subclass	0.976	0.9626666666666668	0.9249545454545456	0.976	0.976	0.9693333333333334	0.7854444444444445	0.9866666666666668	0.976	0.976	0.9702857142857144
MultiomeBrain 1203378	MultiomeBrain	None	adolescent	control	class	0.9758095238095238	0.9758095238095238	0.894	0.9753383609854198	0.9758095238095238	0.9758095238095238	0.7296332327802917	0.9902539682539684	0.9758095238095238	0.936465324601514	0.8905045314095851
MultiomeBrain 1203378	MultiomeBrain	None	adolescent	control	family	1.0	1.0	0.9601245459263104	0.9898458998348928	1.0	1.0	0.9898458998348928	1.0	1.0	0.9602845342412236	0.9603763157894736
MultiomeBrain 1203378	MultiomeBrain	None	adolescent	control	subclass	0.9704761904761904	0.9704761904761904	0.8651764705882353	0.9651779331779332	0.9704761904761904	0.9704761904761904	0.774972804972805	0.994920634920635	0.9804761904761904	0.9114350400557298	0.8652490471409231
MultiomeBrain 1203379	MultiomeBrain	None	late adult	control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203379	MultiomeBrain	None	late adult	control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203379	MultiomeBrain	None	late adult	control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MultiomeBrain 1203380	MultiomeBrain	None	adult	Schizophrenia	class	0.9501266581086862	0.990273504273504	0.9443867981815496	0.990273504273504	0.9695135423531996	0.990273504273504	0.7956031031031031	0.9710047704233752	0.94690617446715	0.962045864045864	0.9611904761904762
MultiomeBrain 1203380	MultiomeBrain	None	adult	Schizophrenia	family	0.9798041474654378	1.0	0.960551948051948	1.0	0.9798041474654378	1.0	0.990043423448662	0.9798041474654378	0.990043423448662	0.990043423448662	0.9798041474654378
MultiomeBrain 1203380	MultiomeBrain	None	adult	Schizophrenia	subclass	0.9719512195121952	0.9948888888888888	0.9517080338266384	0.9948888888888888	0.983953488372093	0.9948888888888888	0.8229481481481481	0.983953488372093	0.9624655052264808	0.9738909090909093	0.9725396825396824
MultiomeBrain 1203381	MultiomeBrain	None	adult	control	class	0.938480431848853	0.9497985705003248	0.9351001772331832	0.9497985705003248	0.94140350877193	0.96	0.6549033816425122	0.9847435897435898	0.9447435897435896	0.9516033755274264	0.9916033755274264
MultiomeBrain 1203381	MultiomeBrain	None	adult	control	family	0.98993203583565	0.98993203583565	0.9900570161545772	0.98993203583565	0.98993203583565	1.0	1.0	1.0	1.0	1.0	1.0
MultiomeBrain 1203381	MultiomeBrain	None	adult	control	subclass	0.9441880341880342	0.9495061728395062	0.928440982365033	0.9495061728395062	0.9444444444444444	0.95	0.5998831796223101	0.9374578754578754	0.9261880341880342	0.9449367088607596	0.9849367088607596
MultiomeBrain 1203382	MultiomeBrain	None	adult	control	class	0.5954462659380693	0.5954462659380693	0.5705911574764033	0.5954462659380693	0.5954462659380693	0.5954462659380693	0.5872495446265938	0.5954462659380693	0.5954462659380693	0.5954462659380693	0.5954462659380693
MultiomeBrain 1203382	MultiomeBrain	None	adult	control	family	0.6805664112064153	0.6805664112064153	0.6694715730728984	0.6805664112064153	0.6805664112064153	0.6805664112064153	0.6805664112064153	0.6805664112064153	0.6805664112064153	0.6805664112064153	0.6805664112064153
MultiomeBrain 1203382	MultiomeBrain	None	adult	control	subclass	0.2925352779092098	0.2925352779092098	0.2930817259966415	0.2925352779092098	0.2925352779092098	0.2925352779092098	0.2843385565977344	0.2925352779092098	0.2925352779092098	0.2925352779092098	0.2925352779092098
MultiomeBrain 1203383	MultiomeBrain	None	adult	Bipolar Disorder	class	0.9850574712643676	0.9850574712643676	0.9342063492063492	1.0	1.0	1.0	0.7457894736842106	1.0	1.0	1.0	0.9897031039136304
MultiomeBrain 1203383	MultiomeBrain	None	adult	Bipolar Disorder	family	1.0	1.0	0.9803427895981088	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MultiomeBrain 1203383	MultiomeBrain	None	adult	Bipolar Disorder	subclass	0.9852173913043478	0.9852173913043478	0.9340833333333336	1.0	1.0	0.9866666666666666	0.7473809523809524	0.9733333333333332	1.0	1.0	0.98937343358396
